filename,width,height,longest_side
austin19_obj0292.png,87,123,123
austin19_obj0293.png,87,84,87
austin19_obj0294.png,76,113,113
austin19_obj0295.png,23,18,23
austin19_obj0296.png,81,102,102
austin19_obj0297.png,102,87,102
austin19_obj0298.png,78,102,102
austin19_obj0299.png,184,244,244
austin19_obj0300.png,149,65,149
austin19_obj0301.png,192,257,257
austin19_obj0302.png,143,106,143
austin19_obj0303.png,179,245,245
austin19_obj0304.png,88,81,88
austin19_obj0305.png,13,40,40
austin19_obj0306.png,57,142,142
austin19_obj0307.png,65,141,141
austin19_obj0308.png,65,138,138
austin19_obj0309.png,57,142,142
austin19_obj0310.png,64,138,138
austin19_obj0311.png,89,112,112
austin19_obj0312.png,89,118,118
austin19_obj0313.png,129,108,129
austin19_obj0314.png,148,93,148
austin19_obj0315.png,75,111,111
austin19_obj0316.png,75,112,112
austin19_obj0317.png,72,82,82
austin19_obj0318.png,57,102,102
austin19_obj0319.png,75,113,113
austin19_obj0320.png,41,59,59
austin19_obj0321.png,70,112,112
austin19_obj0322.png,69,53,69
austin19_obj0323.png,75,130,130
austin19_obj0324.png,75,111,111
austin19_obj0325.png,72,81,81
austin19_obj0326.png,93,105,105
austin19_obj0327.png,120,106,120
austin19_obj0328.png,183,168,183
austin19_obj0329.png,138,88,138
austin19_obj0330.png,17,15,17
austin19_obj0331.png,149,125,149
austin19_obj0332.png,57,63,63
austin19_obj0333.png,119,107,119
austin19_obj0334.png,63,64,64
austin19_obj0335.png,60,65,65
austin19_obj0336.png,291,148,291
austin19_obj0337.png,288,130,288
austin19_obj0338.png,82,71,82
austin19_obj0339.png,24,22,24
austin19_obj0340.png,142,95,142
austin19_obj0341.png,83,70,83
austin19_obj0342.png,24,22,24
austin19_obj0343.png,202,118,202
austin19_obj0344.png,64,113,113
austin19_obj0345.png,30,17,30
austin19_obj0346.png,23,105,105
austin19_obj0347.png,21,23,23
austin19_obj0348.png,101,96,101
austin19_obj0349.png,76,72,76
austin19_obj0350.png,47,45,47
austin19_obj0351.png,117,94,117
austin19_obj0352.png,101,125,125
austin19_obj0353.png,88,63,88
austin19_obj0354.png,113,129,129
austin19_obj0355.png,59,60,60
austin19_obj0356.png,42,48,48
austin19_obj0357.png,58,63,63
austin19_obj0358.png,60,63,63
austin19_obj0359.png,39,36,39
austin19_obj0360.png,60,63,63
austin19_obj0361.png,82,75,82
austin19_obj0362.png,78,75,78
austin19_obj0363.png,117,107,117
austin19_obj0364.png,59,63,63
austin19_obj0365.png,83,76,83
austin19_obj0366.png,95,108,108
austin19_obj0367.png,83,78,83
austin19_obj0368.png,246,120,246
austin19_obj0369.png,65,58,65
austin19_obj0370.png,113,120,120
austin19_obj0371.png,102,108,108
austin19_obj0372.png,90,64,90
austin19_obj0373.png,54,41,54
austin19_obj0374.png,76,51,76
austin19_obj0375.png,29,28,29
austin19_obj0376.png,134,111,134
austin19_obj0377.png,63,52,63
austin19_obj0378.png,90,88,90
austin19_obj0379.png,92,172,172
austin19_obj0380.png,83,76,83
austin19_obj0381.png,18,18,18
austin19_obj0382.png,117,106,117
austin19_obj0383.png,102,90,102
austin19_obj0384.png,124,106,124
austin19_obj0385.png,89,63,89
austin19_obj0386.png,71,77,77
austin19_obj0387.png,220,305,305
austin19_obj0388.png,59,89,89
austin19_obj0389.png,84,105,105
austin19_obj0390.png,87,99,99
austin19_obj0391.png,82,76,82
austin19_obj0392.png,100,81,100
austin19_obj0393.png,45,84,84
austin19_obj0394.png,41,81,81
austin19_obj0395.png,48,87,87
austin19_obj0396.png,124,111,124
austin19_obj0397.png,34,29,34
austin19_obj0398.png,48,88,88
austin19_obj0399.png,118,106,118
austin19_obj0400.png,142,106,142
austin19_obj0401.png,299,220,299
austin19_obj0402.png,76,84,84
austin19_obj0403.png,83,60,83
austin19_obj0404.png,58,88,88
austin19_obj0405.png,87,105,105
austin19_obj0406.png,82,114,114
austin19_obj0407.png,81,75,81
austin19_obj0408.png,75,83,83
austin19_obj0409.png,111,108,111
austin19_obj0410.png,100,114,114
austin19_obj0411.png,118,106,118
austin19_obj0412.png,58,88,88
austin19_obj0413.png,102,113,113
austin19_obj0414.png,83,100,100
austin19_obj0415.png,90,108,108
austin19_obj0416.png,95,71,95
austin19_obj0417.png,180,208,208
austin19_obj0418.png,72,78,78
austin19_obj0419.png,89,141,141
austin19_obj0420.png,105,70,105
austin19_obj0421.png,69,90,90
austin19_obj0422.png,96,107,107
austin19_obj0423.png,81,95,95
austin19_obj0424.png,83,107,107
austin19_obj0425.png,117,106,117
austin19_obj0426.png,83,112,112
austin19_obj0427.png,88,100,100
austin19_obj0428.png,102,90,102
austin19_obj0429.png,178,166,178
austin19_obj0430.png,90,111,111
austin19_obj0431.png,60,66,66
austin19_obj0432.png,96,106,106
austin19_obj0433.png,92,117,117
austin19_obj0434.png,93,99,99
austin19_obj0435.png,82,87,87
austin19_obj0436.png,99,90,99
austin19_obj0437.png,99,76,99
austin19_obj0438.png,59,65,65
austin19_obj0439.png,63,59,63
